product_name,prep,yake,tfidf,pmi,mle,dice,count,merged,vlt5,Google,BigScience,Facebook,Bode,keybert
Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado,ventilador chao britania c50 turbo oscillation 3 velocidades cromado,"['ventilador', 'britania', 'turbo', 'velocidades']","['ventilador', 'britania', 'turbo']",['britania'],"['britania', 'turbo', '3', 'velocidades']",['britania'],"['britania', 'turbo', '3', 'velocidades']","['velocidades', 'britania', 'turbo', 'ventilador', '3']","Chão Britânia, C50 Turbo Oscillation 3 Velocidades","britain, c50, oscillation, velocidades"," : ['Britânia', 'ventilador', 'ventilador de chão', 'ventilador de chão britânia', 'ventilador de chão britânia c50 turbo', 'ventilador de chão britânia c50 turbo oscilation', 'ventilador de chão britânia c50 turbo oscillation 3 velocidades', 'ventilador de chão britânia c50 turbo oscillation 3 velocidades cromado', 'c50 turbo', 'c50 turbo oscillation', 'c50 turbo oscillation 3 velocidades', 'c50 turbo oscillation 3 velocidades cromado', 'oscillation', 'oscillation 3 velocidades', 'oscillation 3 velocidades cromado']", Ventillador De Châtiladì is a sovereign island in the Caribbean Sea," 

1. Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado
2. Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado
3. Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Cromado
4. Ventilador de Chão Britânia C50 Turbo Oscillation 3 Velocidades Crom",['c50']
Forno Elétrico Oster 25L Prata,forno eletrico oster 25l prata,[],[],[],[],[],[],[],"Forno Elétrico Oster 25L Prata, Forno Elétrico","forno, oster, prata"," [forno, elétrico, oster, prata]"," I'm not sure what you are trying to say, but I can tell you for sure that the list is for Forno Oster's 25th anniversary."," 

- Forno
- Elétrico
- Oster
- 25L
- Prata
","['forno', '25l']"
Acqua Posto - Nig Brinquedos,acqua posto nig brinquedos,['brinquedos'],['brinquedos'],[],[],[],[],['brinquedos'],"Acqua Posto, Nig Brinquedos, Nig Brinquedos,","acqua, posto, nig"," ['Nig', 'Brinquedos']"," Do you know that the word ""Aqua"" means ""little water"" in Spanish?"," 

1. Acqua
2. Posto
3. Nig
4. Brinquedos
",['posto']
Película de vidro 3D Premium com bordas fibra de carbono para Apple iPhone 6 Plus (5.5) - Bordas Pre,pelicula vidro 3d premium bordas fibra carbono apple iphone 6 plus 5 5 bordas pre,"['vidro', 'premium', 'bordas']","['vidro', 'premium', 'plus']",[],"['vidro', 'premium', '6', 'plus', '5']",[],"['vidro', 'premium', '6', 'plus', '5']","['6', 'bordas', 'vidro', 'plus', '5', 'premium']","Apple iPhone 6 Plus, bordas fibra de carbono, bordas","carbono, pelcula, vidro",, Peluccio de vida de fibre de borde deluxe," 

1. Película de vidro 3D Premium
2. Bordas Pre
3. Apple iPhone 6 Plus (5.5)
4. Carbono
5. Fibra
6. Bordas
7. Pre
8. Premium
9. Vidro
10. 3D
11. Apple
12. 6
13. Plus
14. 5.5
15. Bordas
16. Carbono
17. Fibra
","['3d', 'premium', 'com', 'carbono', 'para', 'apple', 'iphone']"
Gerador De Energia À Gasolina 6000w 13hp Mg-6000cl Motomil,gerador energia gasolina 6000w 13hp mg 6000cl motomil,[],[],[],[],[],[],[],"Gasolina, Gasolina, Gasolina, Gasolina, Gasolina","energia, gerador, motomil"," [""Gasolina"", ""6000w"", ""13hp"", ""Mg-6000cl"", ""Motomil""]", Gerdor DeEgger DeENGiìs ," 

1. Gerador De Energia À Gasolina 6000w 13hp Mg-6000cl
2. Motomil
3. Gasolina
4. 6000w
5. 13hp
6. Mg-6000cl
7. Energia
8. À
9. Gasolina
10. 6000w
11. 13hp
12. Mg-6000cl
13. Energia
14. À
15.","['6000w', '13hp', '6000cl', 'motomil']"
"Compressor De Ar 2,0hp 24 Litros Tekna 127V",compressor ar 2 0hp 24 litros tekna 127v,['litros'],"['24', 'litros', '127v']",[],"['2', 'litros', '127v']",[],"['2', 'litros', '127v']","['24', '127v', 'litros', '2']","Compressor De Ar 2,0hp, Compressor De Ar 2,0hp","a, b, c, d, e, h, i, k, l, m, n, o, p, r, s, t, v"," {24,0,2,litros,2,0,hp,compressor,de,ar,tekna,127,v}"," I'm not sure what you are trying to say, but I do know that the word ""compressor"" means ""little armoured one"" in Italian."," 

1. Compressor
2. De Ar
3. 2,0hp
4. 24 Litros
5. Tekna
6. 127V
","['0hp', 'litros', '127v']"
Mini Boneca Supresa - LOL - Lil Outrageous Littles - Série 2 - Candide,mini boneca supresa lol lil outrageous littles serie 2 candide,"['mini', 'boneca', 'candide']","['mini', 'boneca']",[],"['mini', 'boneca', '2', 'candide']",[],"['mini', 'boneca', '2', 'candide']","['boneca', 'mini', '2', 'candide']","Little Boneca Supresa, Little Outrageous Littles, Little Boneca","list, littles, lil"," ['boneca', 'surpresa', 'lol', 'lil', 'littles', 'serie', '2']. I hope the algorithm that I have found can be improved."," I'm not sure what you are trying to say, but I do know that the word ""supreasa"" means ""super"" in Spanish."," 

- Mini Boneca Supresa
- LOL
- Lil Outrageous Littles
- Série 2
- Candide
",['mini']
Skate Street Semiprofissional Shaun White - Estampado,skate street semiprofissional shaun white estampado,[],['white'],[],[],[],[],['white'],"Shaun White, Shaun White, Shaun White, Shaun White, Shaun White","estampado, shaun, white"," [""Semiprofissional"", ""Shaun White"", ""Estampado"", ""Street"", ""Skate""]", Skateboarding has been around since the late 1960s and early 1970s.," 

1. Skate Street
2. Semiprofissional
3. Shaun White
4. Estampado
",['estampado']
Tenda Gazebo 3x3 M - Azul - Bel Fix,tenda gazebo 3x3 m azul bel fix,['azul'],['azul'],[],['azul'],[],['azul'],['azul'],"Gazebo 3x3 M, Bel Fix, Tenda Gazebo 3x","gazebo, fix, m"," tenda, azul, belfix"," Do you know that the word ""tenda"" means ""little armoured one"" in Spanish?"," 

- Tenda Gazebo 3x3 M
- Azul
- Bel Fix
","['gazebo', '3x3']"
Torneira Monocomando Baixa De Vidro Waterfall Cascata,torneira monocomando baixa vidro waterfall cascata,['vidro'],"['vidro', 'waterfall']",[],['vidro'],[],['vidro'],"['waterfall', 'vidro']","Torneira Monocomando Baixa De Vidro Waterfall Cascata,","cascata, cascade, waterfall"," [waterfall, cascade]"," Do you know that the word ""answer"" was first recorded in the 10th century?"," 

- Torneira
- Monocomando
- Baixa
- De
- Vidro
- Cascata
- Waterfall
","['torneira', 'monocomando']"
Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,mixer britania mixer triturador alimentos 2 preto 200w 2 velocidades 1 batedor 1 mixer recipiente copo,"['mixer', 'britania', 'preto', 'velocidades', 'batedor', 'copo']","['mixer', 'britania', 'preto']",['britania'],"['mixer', 'britania', '2', 'preto', 'velocidades', '1']",['britania'],"['mixer', 'britania', '2', 'preto', 'velocidades', '1']","['velocidades', 'britania', 'preto', 'copo', 'mixer', 'batedor', '1', '2']","Britânia, Mixer Britânia, Triturador de Alimentos","batedor, mixer, recipiente"," [""Britânia"", ""triturador""]."," Do you know that the word ""mixer"" was first recorded in the 10th century?"," 

1. Mixer
2. Britânia
3. Triturador de Alimentos
4. Preto
5. 200W
6. Velocidades
7. 1
8. Batedor
9. 1
10. Mixer com Recipiente e Copo
","['preto', '200w', 'batedor', 'com']"
Game Forza Motorsport 7 - Xbox One,game forza motorsport 7 xbox one,"['game', 'xbox']","['game', 'xbox']",['xbox'],"['game', '7']",['xbox'],"['game', '7']","['xbox', '7', 'game']","Forza Motorsport 7, Game Forza Motorsport 7, Game Forza Motorsport 7, Game For","forza, list, motorsport, xbox"," [""Forza"", ""Motorsport"", ""Xbox""], and is sorted based on the tf-idf value for each word", Game of Thrones: The Song of Ice and Fire is a series of fantasy novels by George R. R. Martin.," 

1. Game
2. Forza
3. Motorsport
4. 7
5. Xbox
6. One
7. Console
8. Play
9. Gameplay
10. Simulation
11. Racing
12. Driving
13. Virtual
14. World
15. Track
16. Circuit
17. Circuito
18. Circuito
19. Circuito
20. Circuito
21. Circuito
22. Circuito
23.","['forza', 'xbox']"
Batedeira Planetaria Philco Php500 Turbo Pr - Preto,batedeira planetaria philco php500 turbo pr preto,"['philco', 'turbo', 'preto']","['philco', 'turbo', 'pr', 'preto']",[],"['philco', 'turbo', 'preto']",[],"['philco', 'turbo', 'preto']","['preto', 'philco', 'turbo', 'pr']","Batedeira Planetaria Philco Php500 Turbo Pr, Php500 Turbo Pr,","preto, planetaria, philco"," Batedeira, Planetaria, Philco, Turbo, Pr, Preto", Philadelphia is the most populous city in the state of Pennsylvania," 

1. Planetaria
2. Philco
3. Turbo
4. Pr - Preto
","['batedeira', 'planetaria', 'philco', 'php500', 'preto']"
Whisky Ballantine's Finest - 1L,whisky ballantine s finest 1l,[],['whisky'],[],[],[],[],['whisky'],"Ballantine's Finest, Whisky Ballantine's Finest,","ballantine, finest, whisky"," {Whisky, Ballantine's, Finest}", Whiskey Ballet is one of the world's most influential ballet companies. ," 

1. Whisky
2. Ballantine's
3. Finest
",['1l']
"Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo.",tapetes sala peludos 2 00x2 40 cinza mesclado luxo felpudo,[],['40'],[],['2'],[],['2'],"['40', '2']","Felpudo, Tapetes De Sala Peludos, Tapetes De Sala Pel","cinza, peludo, tapete"," [luxo, felpudo]."," Do you know that the word ""tapete"" means ""little armoured one"" in Spanish?"," 

[Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo]

Explanation:
A frase ""Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo"" não contém nenhum texto español. Por isso, não há necessidade de traduzir","['00x2', 'luxo', 'felpudo']"
Carro Extreme c/ Rádio Controle 7 Funções 1:22 Azul - Candide,carro extreme c radio controle 7 funcoes 1 22 azul candide,"['controle', 'funcoes', 'azul', 'candide']","['controle', '22', 'azul']",[],"['c', 'controle', '7', '1', 'azul', 'candide']",[],"['c', 'controle', '7', '1', 'azul', 'candide']","['22', 'candide', '1', 'azul', '7', 'funcoes', 'controle', 'c']","Carro Extreme, Rádio Controle 7 Funções 1:22 Azul","controle, funçes, radio"," Carro, Extreme, Rádio, Controle, Candide, Azul.", Carro-Controlec is the third most common language spoken in the world.," 

1. Carro Extreme
2. Rádio Controle 7
3. Funções
4. 1:22
5. Azul
6. Candide
","['carro', 'extreme', 'controle']"
Cafeteira Italiana Em Inox  9 Xícaras Kehome,cafeteira italiana inox 9 xicaras kehome,"['cafeteira', 'italiana', 'inox', 'xicaras']","['cafeteira', 'italiana', 'xicaras']",['italiana'],"['cafeteira', 'italiana', 'inox', '9', 'xicaras']",['italiana'],"['cafeteira', 'italiana', 'inox', '9', 'xicaras']","['xicaras', '9', 'italiana', 'cafeteira', 'inox']","Kehome, Kehome, Kehome, Kehome, Kehome, Kehome, Ke","em, kehome, xcaras"," ['Cafeteira Italiana Em Inox', '9 Xícaras', 'Kehome']", Cafeteria Emira is an italian cuisine restaurant that was founded in 1904," 

1. Cafeteira Italiana
2. Em Inox
3. Xícaras
4. Kehome
",['cafeteira']
Boneco Falcon Turbocóptero - Estrela,boneco falcon turbocoptero estrela,[],[],[],[],[],[],[],"Boneco Falcon Turbocóptero, Estrela Answer, Bone",falcon estrela turbocóptero," [""Estrela"", ""Falcon"", ""Turbocóptero""]", Estrella is a fictional character from the 1940s and 1950s," 

- Boneco
- Falcon
- Turbocóptero
- Estrela
",[]
Fone Ouvido Sem Fio Favix B01 Bluetooth Fm Sd Card Fx-b01 Hi-Wi Mega Bass,fone ouvido fio favix b01 bluetooth fm sd card fx b01 hi wi mega bass,"['fone', 'ouvido', 'fio', 'bluetooth']","['fone', 'ouvido', 'fio', 'bluetooth', 'fm']","['fone', 'ouvido', 'fio', 'bluetooth', 'fm']","['fio', 'b01', 'bluetooth', 'fm', 'wi']","['fone', 'ouvido', 'fio', 'bluetooth', 'fm']","['fio', 'b01', 'bluetooth', 'fm', 'wi']","['fone', 'fm', 'b01', 'wi', 'fio', 'ouvido', 'bluetooth']","Favix B01, Favix B01, Favix B01, F","favix, fm, sd, fx-b01"," ['Fone'], ['Ouvido'], ['Sem'], ['Favix'], ['B01'], ['Bluetooth'], ['Fm'], ['Sd'], ['Card'], ['Fx-b01'], ['Hi-Wi'], ['Mega'], ['Bass']"," Hello, how are you doing today? I am doing well, thank you for asking. "," 

[Fone, Ouvido, Sem, Fio, Favix, B01, Bluetooth, Fm, Sd, Card, Fx-b01, Hi-Wi, Mega, Bass]

Explanation: A frase é baseada na palavra ""Bluetooth"", que é o nome do sistema de comunicação de fonte de bluetooth. A frase contém mais palavras que s","['b01', 'bluetooth', 'sd', 'card', 'mega']"
"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto",smartphone samsung galaxy j2 prime tv dual chip android 6 0 tela 5 quad core 1 4 ghz 16gb 4g camera 8mp preto,"['smartphone', 'samsung', 'galaxy', 'prime', 'dual', 'chip', 'android', 'tela', 'quad', 'core', 'ghz', 'camera', 'preto']","['smartphone', 'samsung', 'galaxy', 'tv', 'dual', 'chip', 'android', 'camera', 'preto']",[],"['smartphone', 'samsung', 'galaxy', 'prime', 'tv', 'dual', 'chip', 'android', '6', '0', 'tela', '5', 'quad', 'core', '1', '4', '16gb', '4g', 'camera', '8mp', 'preto']",[],"['smartphone', 'samsung', 'galaxy', 'prime', 'tv', 'dual', 'chip', 'android', '6', '0', 'tela', '5', 'quad', 'core', '1', '4', '16gb', '4g', 'camera', '8mp', 'preto']","['galaxy', 'chip', 'prime', 'dual', 'android', '8mp', '0', '4', '4g', '6', 'smartphone', 'quad', 'camera', 'samsung', 'tv', '1', 'tela', 'ghz', 'preto', '5', '16gb', 'core']","Android 6.0 Tela, Smartphone, Smartphone Smartphon","chip, ghz, tela"," ['Samsung', 'Galaxy', 'J2', 'Prime', 'TV', 'Dual', 'Chip', 'Android', '6.0', 'Tela', '5', 'Quad-Core', '1.4', 'GHz', '16GB', '4G', 'Câmera', '8MP', 'Preto']"," Do you have a smartphone? I have a Samsung smartphone, and I love it!"," 

- Smartphone
- Samsung
- Galaxy
- J2
- Prime
- TV
- Dual
- Chip
- Android
- 6.0
- Tela
- 5""
- Quad-Core
- 1.4 GHz
- 16GB
- 4G
- Câmera
- 8MP
- Preto
","['smartphone', 'samsung', 'galaxy', 'tv', 'chip', 'android', 'tela', 'quad', 'core', 'ghz', '16gb', '4g', '8mp', 'preto']"
Cafeteira Expresso Mondial Espresso Coffee Cream C-08 Preta 15 Bar,cafeteira expresso mondial espresso coffee cream c 08 preta 15 bar,"['cafeteira', 'preta']","['cafeteira', 'preta']",[],"['cafeteira', 'c', 'preta']",[],"['cafeteira', 'c', 'preta']","['cafeteira', 'preta', 'c']","coffee, coffee, coffee, coffee cream,","bar, coffee, cream, expresso, preta"," ['Cafeteira', 'Expresso', 'Espresso', 'Coffee', 'cream', 'C-08', 'Preta', '15', 'Bar']", Do you like coffee? It's my favorite drink. I love the caffeine in it.," 

Cafeteira, Expresso, Espresso, Coffee, Cream, C-08, Preta, 15, Bar.
","['cafeteira', 'expresso', 'mondial', 'espresso']"
Pen Drive 32GB Sandisk Ultra Dual Drive USB 3.0 - Preto,pen drive 32gb sandisk ultra dual drive usb 3 0 preto,"['pen', 'drive', 'ultra', 'dual', 'usb', 'preto']","['pen', 'drive', 'ultra', 'dual', 'usb', 'preto']",[],"['32gb', 'ultra', 'dual', 'usb', '3', '0', 'preto']",[],"['32gb', 'ultra', 'dual', 'usb', '3', '0', 'preto']","['ultra', 'drive', '0', 'pen', 'preto', 'usb', '32gb', 'dual', '3']","Sandisk Ultra Dual Drive USB 3.0, Sandisk Ultra Dual Drive","drive, pen, sandisk, usb"," [32gb, pen, sandisk, ultra, drive, usb, 3.0, preto]."," Do you know that the word ""preto"" means ""little armoured one"" in Italian?"," 

- Pen Drive
- 32GB
- Sandisk
- Ultra
- Dual
- Drive
- USB
- 3.0
- Preto
","['pen', '32gb', 'sandisk', 'ultra', 'usb', 'preto']"
"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Preto",smartphone samsung galaxy j1 mini dual chip android 5 1 tela 4 8gb 3g wi fi camera 5mp preto,"['smartphone', 'samsung', 'galaxy', 'mini', 'dual', 'chip', 'android', 'tela', 'camera', 'preto']","['smartphone', 'samsung', 'galaxy', 'mini', 'dual', 'chip', 'android', 'camera', 'preto']",[],"['smartphone', 'samsung', 'galaxy', 'mini', 'dual', 'chip', 'android', '5', '1', 'tela', '4', '8gb', 'wi', 'fi', 'camera', '5mp', 'preto']",[],"['smartphone', 'samsung', 'galaxy', 'mini', 'dual', 'chip', 'android', '5', '1', 'tela', '4', '8gb', 'wi', 'fi', 'camera', '5mp', 'preto']","['8gb', '4', 'smartphone', '5mp', 'preto', 'camera', 'samsung', 'galaxy', 'chip', '1', '5', 'wi', 'mini', 'dual', 'android', 'fi', 'tela']","Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera","chip, tela, samsung"," [Samsung Galaxy J1 Mini, Android 5.1, Samsung, Tela, 4G, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, Android 5.1, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy J1 Mini, Samsung, Tela, 4G LTE, Samsung Galaxy", I'm not sure what you are trying to say.  What is the list?," 

- Smartphone
- Samsung
- Galaxy
- J1
- Mini
- Dual
- Chip
- Android
- 5.1
- Tela
- 4""
- 8GB
- 3G
- Wi-Fi
- Câmera
- 5MP
- Preto
","['smartphone', 'samsung', 'galaxy', 'mini', 'chip', 'android', 'tela', '8gb', '3g', '5mp', 'preto']"
Robô Aspirador de Pó Ropo Glass Limpeza Programável com Controle Remoto Preto,robo aspirador po ropo glass limpeza programavel controle remoto preto,"['aspirador', 'limpeza', 'controle', 'remoto', 'preto']","['aspirador', 'po', 'limpeza', 'controle', 'preto']",[],"['limpeza', 'controle', 'preto']",[],"['limpeza', 'controle', 'preto']","['limpeza', 'preto', 'controle', 'aspirador', 'po', 'remoto']","application, phrase, remoto preto","aspirador, controle, remoto, ropo",," Robotics is the science and technology of designing, developing, and testing automobiles."," 

1. Robô Aspirador de Pó Ropo
2. Limpeza Preta
3. Programável
4. Controle Remoto
5. Preto
","['aspirador', 'ropo', 'com', 'controle', 'remoto', 'preto']"
Modelador de Cachos - Preto,modelador cachos preto,['preto'],['preto'],[],['preto'],[],['preto'],['preto'],"Modelador de Cachos, Modelador de Cachos, Modelador","cacho, modelador, preto"," ['black', 'curls', 'hair']", Pretos are a brand of cheese-flavored cornmeal snacks manufactured by PepsiCo.," 

1. Modelador de Cachos
2. Preto
","['modelador', 'preto']"
Protetor De Sofá Manu Para 2 E 3 Lugares Dupla Face Tecido Microfibra - Caqui/Marrom,protetor sofa manu 2 3 lugares dupla face tecido microfibra caqui marrom,[],[],[],"['2', '3']",[],"['2', '3']","['2', '3']","Caqui/Marrom, Protetor De Sofá Manu Para 2 E 3","face, lugares, protector"," [protetor, sofá, manu, lugar, dupla, face, tecido, microfibra]"," I'm not sure what you mean by ""The list"" but I do know that the word ""answer"" was first recorded in the 10th century."," 

1. Protetor De Sofá Manu Para 2 E 3 Lugares Dupla Face Tecido Microfibra - Caqui/Marrom
2. Caqui/Marrom
3. Lugares Dupla Face Tecido Microfibra - Caqui/Marrom
4. Caqui/Marrom
5. Caqui/Marrom
6. Caqui/Marrom
7. Caqui/Mar","['protetor', 'para', 'tecido']"
Capa De Banco Para Moto Termica Impermeavel Ventilada Motocicleta Cor Preta (Q-80150 ),capa banco moto termica impermeavel ventilada motocicleta cor preta q 80150,"['capa', 'moto', 'preta']","['capa', 'moto', 'preta']",[],"['capa', 'moto', 'preta']",[],"['capa', 'moto', 'preta']","['capa', 'moto', 'preta']","Capa De Banco Para Motocicleta Cor Preta, Capa De Banco","capa, moto, termica"," "" black, ventilated, motorcycle, thermal, impermeable, capa, bank, for, moto, """," Do you know the meaning of the word ""Capa"" which means ""little armoured one"" in Spanish?"," 

[Capa de banco, Moto termica, Impermeavel, Ventilada, Motocicleta, Cor preta]
","['banco', 'para', 'moto', 'termica', 'motocicleta', '80150']"
Purificador de Água Polar WP1000B/WP2000B Eletrônico Branco,purificador agua polar wp1000b wp2000b eletronico branco,"['purificador', 'agua', 'eletronico', 'branco']","['purificador', 'agua', 'wp1000b', 'wp2000b', 'branco']","['purificador', 'agua', 'eletronico']","['purificador', 'agua', 'eletronico', 'branco']","['purificador', 'agua', 'eletronico']","['purificador', 'agua', 'eletronico', 'branco']","['purificador', 'agua', 'branco', 'eletronico', 'wp2000b', 'wp1000b']","agua polar, engineering, engineering, eng","agua, purificador, polar"," polar, water, polar, electronic, white", The Purple Rain is a great movie. It was directed by Steven Spielberg and starring Daniel Day-Lewis.," 

1. Purificador de Água Polar WP1000B/WP2000B
2. Eletrônico Branco
","['purificador', 'wp1000b', 'wp2000b']"
